26.6,4.56167
26.7,4.57333
26.8,4.585
26.9,4.59667
27,4.60833
27.1,4.62
27.2,4.63167
27.3,4.64333
27.4,4.655
27.5,4.66667
27.6,4.67833
27.7,4.69
27.8,4.70167
27.9,4.71333
28,4.725
28.1,4.73667
28.2,4.74833
28.3,4.76
28.4,4.77167
28.5,4.78333
28.6,4.795
28.7,4.80667
28.8,4.81833
28.9,4.83
29,4.84167
29.1,4.85333
29.2,4.865
29.3,4.87667
29.4,4.88833
29.5,4.9
29.6,4.91167
29.7,4.92333
29.8,4.935
29.9,4.94667
30,4.95833
30.1,4.97
30.2,4.98167
30.3,4.99333
30.4,5.005
30.5,5.01667
30.6,5.02833
30.7,5.04
30.8,5.05167
30.9,5.06333
31,5.075
31.1,5.08667
31.2,5.09833
31.3,5.11
31.4,5.12167
31.5,5.13333
31.6,5.145
31.7,5.15667
31.8,5.16833
31.9,5.18
32,5.19167
32.1,5.20333
32.2,5.215
32.3,5.22667
32.4,5.23833
32.5,5.25
32.6,5.25
32.7,5.25
32.8,5.25
32.9,5.25
33,5.25
33.1,5.25
33.2,5.25
33.3,5.25
33.4,5.25
33.5,5.25
33.6,5.25
33.7,5.25
33.8,5.25
33.9,5.25
34,5.25
34.1,5.25
34.2,5.25
34.3,5.25
34.4,5.25
34.5,5.25
34.6,5.25
34.7,5.25
34.8,5.25
34.9,5.25
35,5.25
35.1,5.25
35.2,5.25
35.3,5.25
35.4,5.25
35.5,5.25
35.6,5.25
35.7,5.25
35.8,5.25
35.9,5.25
36,5.25
36.1,5.25
36.2,5.25
36.3,5.25
36.4,5.25
36.5,5.25
36.6,5.25
36.7,5.25
36.8,5.25
36.9,5.25
37,5.25
37.1,5.25
37.2,5.25
37.3,5.25
37.4,5.25
37.5,5.25
37.6,5.25
37.7,5.25
37.8,5.25
37.9,5.25
38,5.25
38.1,5.25
38.2,5.25
38.3,5.25
38.4,5.25
38.5,5.25
38.6,5.25
38.7,5.25
38.8,5.25
38.9,5.25
39,5.25
39.1,5.25
39.2,5.25
39.3,5.25
39.4,5.25
39.5,5.25
39.6,5.25
39.7,5.25
39.8,5.25
39.9,5.25
40,5.25
40.1,5.25
40.2,5.25
40.3,5.25
40.4,5.25
40.5,5.25
40.6,5.25
40.7,5.25
40.8,5.25
40.9,5.25
41,5.25
41.1,5.25
41.2,5.25
41.3,5.25
41.4,5.25
41.5,5.25
41.6,5.25
41.7,5.25
41.8,5.25
41.9,5.25
42,5.25
42.1,5.25
42.2,5.25
42.3,5.25
42.4,5.25
42.5,5.25
42.6,5.25
42.7,5.25
42.8,5.25
42.9,5.25
43,5.25
43.1,5.25
43.2,5.25
43.3,5.25
43.4,5.25
43.5,5.25
43.6,5.25
43.7,5.25
43.8,5.25
43.9,5.25
44,5.25
44.1,5.25
44.2,5.25
44.3,5.25
44.4,5.25
44.5,5.25
44.6,5.25
44.7,5.25
44.8,5.25
44.9,5.25
45,5.25
45.1,5.25
45.2,5.25
45.3,5.25
45.4,5.25
45.5,5.25
45.6,5.25
45.7,5.25
45.8,5.25
45.9,5.25
46,5.25
46.1,5.25
46.2,5.25
46.3,5.25
46.4,5.25
46.5,5.25
46.6,5.25
46.7,5.25
46.8,5.25
46.9,5.25
47,5.25
47.1,5.25
47.2,5.25
47.3,5.25
47.4,5.25
47.5,5.25
47.6,5.25
47.7,5.25
47.8,5.25
47.9,5.25
48,5.25
48.1,5.25
48.2,5.25
48.3,5.25
48.4,5.25
48.5,5.25
48.6,5.25
48.7,5.25
48.8,5.25
48.9,5.25
49,5.25
49.1,5.25
49.2,5.25
49.3,5.25
49.4,5.25
49.5,5.25
49.6,5.25
49.7,5.25
49.8,5.25
49.9,5.25
50,5.25
50.1,5.25
50.2,5.25
50.3,5.25
50.4,5.25
50.5,5.25
50.6,5.25
50.7,5.25
50.8,5.25
50.9,5.25
51,5.25
51.1,5.25
51.2,5.25
51.3,5.25
51.4,5.25
51.5,5.25
51.6,5.25
51.7,5.25
51.8,5.25
51.9,5.25
52,5.25
52.1,5.25
52.2,5.25
52.3,5.25
52.4,5.25
52.5,5.25
52.6,5.25
52.7,5.25
52.8,5.25
52.9,5.25
53,5.25
53.1,5.25
53.2,5.25
53.3,5.25
53.4,5.25
53.5,5.25
53.6,5.25
53.7,5.25
53.8,5.25
53.9,5.25
54,5.25
54.1,5.25
54.2,5.25
54.3,5.25
54.4,5.25
54.5,5.25
54.6,5.25
54.7,5.25
54.8,5.25
54.9,5.25
55,5.25
55.1,5.25
55.2,5.25
55.3,5.25
55.4,5.25
55.5,5.25
55.6,5.25
55.7,5.25
55.8,5.25
55.9,5.25
56,5.25
56.1,5.25
56.2,5.25
56.3,5.25
56.4,5.25
56.5,5.25
56.6,5.25
56.7,5.25
56.8,5.25
56.9,5.25
57,5.25
57.1,5.25
57.2,5.25
57.3,5.25
57.4,5.25
57.5,5.25
57.6,5.25
57.7,5.25
57.8,5.25
57.9,5.25
58,5.25
58.1,5.25
58.2,5.25
58.3,5.25
58.4,5.25
58.5,5.25
58.6,5.25
58.7,5.25
58.8,5.25
58.9,5.25
59,5.25
59.1,5.25
59.2,5.25
59.3,5.25
59.4,5.25
59.5,5.25
59.6,5.25
59.7,5.25
59.8,5.25
59.9,5.25
60,5.25
60.1,5.25
60.2,5.25
60.3,5.25
60.4,5.25
60.5,5.25
60.6,5.25
60.7,5.25
60.8,5.25
60.9,5.25
61,5.25
61.1,5.25
61.2,5.25
61.3,5.25
61.4,5.25
61.5,5.25
61.6,5.25
61.7,5.25
61.8,5.25
61.9,5.25
62,5.25
62.1,5.25
62.2,5.25
62.3,5.25
62.4,5.25
62.5,5.25
62.6,5.23829
62.7,5.22659
62.8,5.21488
62.9,5.20318
63,5.19147
63.1,5.17977
63.2,5.16806
63.3,5.15635
63.4,5.14465
63.5,5.13294
63.6,5.12124
63.7,5.10953
63.8,5.09783
63.9,5.08612
64,5.07441
64.1,5.06271
64.2,5.051
64.3,5.0393
64.4,5.02759
64.5,5.01589
64.6,5.00418
64.7,4.99247
64.8,4.98077
64.9,4.96906
65,4.95736
65.1,4.94565
65.2,4.93395
65.3,4.92224
65.4,4.91054
65.5,4.89883
65.6,4.88712
65.7,4.87542
65.8,4.86371
65.9,4.85201
66,4.8403
66.1,4.8286
66.2,4.81689
66.3,4.80518
66.4,4.79348
66.5,4.78177
66.6,4.77007
66.7,4.75836
66.8,4.74666
66.9,4.73495
67,4.72324
67.1,4.71154
67.2,4.69983
67.3,4.68813
67.4,4.67642
67.5,4.66472
67.6,4.65301
67.7,4.6413
67.8,4.6296
67.9,4.61789
68,4.60619
68.1,4.59448
68.2,4.58278
68.3,4.57107
68.4,4.55936
68.5,4.54766
68.6,4.53595
68.7,4.52425
68.8,4.51254
68.9,4.50084
69,4.48913
69.1,4.47742
69.2,4.46572
69.3,4.45401
69.4,4.44231
69.5,4.4306
69.6,4.4189
69.7,4.40719
69.8,4.39548
69.9,4.38378
70,4.37207
70.1,4.36037
70.2,4.34866
70.3,4.33696
70.4,4.32525
70.5,4.31355
70.6,4.30184
70.7,4.29013
70.8,4.27843
70.9,4.26672
71,4.25502
71.1,4.24331
71.2,4.23161
71.3,4.2199
71.4,4.20819
71.5,4.19649
71.6,4.18478
71.7,4.17308
71.8,4.16137
71.9,4.14967
72,4.13796
72.1,4.12625
72.2,4.11455
72.3,4.10284
72.4,4.09114
72.5,4.07943
72.6,4.06773
72.7,4.05602
72.8,4.04431
72.9,4.03261
73,4.0209
73.1,4.0092
73.2,3.99749
73.3,3.98579
73.4,3.97408
73.5,3.96237
73.6,3.95067
73.7,3.93896
73.8,3.92726
73.9,3.91555
74,3.90385
74.1,3.89214
74.2,3.88043
74.3,3.86873
74.4,3.85702
74.5,3.84532
74.6,3.83361
74.7,3.82191
74.8,3.8102
74.9,3.79849
75,3.78679
75.1,3.77508
75.2,3.76338
75.3,3.75167
75.4,3.73997
75.5,3.72826
75.6,3.71656
75.7,3.70485
75.8,3.69314
75.9,3.68144
76,3.66973
76.1,3.65803
76.2,3.64632
76.3,3.63462
76.4,3.62291
76.5,3.6112
76.6,3.5995
76.7,3.58779
76.8,3.57609
76.9,3.56438
77,3.55268
77.1,3.54097
77.2,3.52926
77.3,3.51756
77.4,3.50585
77.5,3.49415
77.6,3.48244
77.7,3.47074
77.8,3.45903
77.9,3.44732
78,3.43562
78.1,3.42391
78.2,3.41221
78.3,3.4005
78.4,3.3888
78.5,3.37709
78.6,3.36538
78.7,3.35368
78.8,3.34197
78.9,3.33027
79,3.31856
79.1,3.30686
79.2,3.29515
79.3,3.28344
79.4,3.27174
79.5,3.26003
79.6,3.24833
79.7,3.23662
79.8,3.22492
79.9,3.21321
80,3.20151
80.1,3.1898
80.2,3.17809
80.3,3.16639
80.4,3.15468
80.5,3.14298
80.6,3.13127
80.7,3.11957
80.8,3.10786
80.9,3.09615
81,3.08445
81.1,3.07274
81.2,3.06104
81.3,3.04933
81.4,3.03763
81.5,3.02592
81.6,3.01421
81.7,3.00251
81.8,2.9908
81.9,2.9791
82,2.96739
82.1,2.95569
82.2,2.94398
82.3,2.93227
82.4,2.92057
82.5,2.90886
82.6,2.89716
82.7,2.88545
82.8,2.87375
82.9,2.86204
83,2.85033
83.1,2.83863
83.2,2.82692
83.3,2.81522
83.4,2.80351
83.5,2.79181
83.6,2.7801
83.7,2.76839
83.8,2.75669
83.9,2.74498
84,2.73328
84.1,2.72157
84.2,2.70987
84.3,2.69816
84.4,2.68645
84.5,2.67475
84.6,2.66304
84.7,2.65134
84.8,2.63963
84.9,2.62793
85,2.61622
85.1,2.60452
85.2,2.59281
85.3,2.5811
85.4,2.5694
85.5,2.55769
85.6,2.54599
85.7,2.53428
85.8,2.52258
85.9,2.51087
86,2.49916
86.1,2.48746
86.2,2.47575
86.3,2.46405
86.4,2.45234
86.5,2.44064
86.6,2.42893
86.7,2.41722
86.8,2.40552
86.9,2.39381
87,2.38211
87.1,2.3704
87.2,2.3587
87.3,2.34699
87.4,2.33528
87.5,2.32358
87.6,2.31187
87.7,2.30017
87.8,2.28846
87.9,2.27676
88,2.26505
88.1,2.25334
88.2,2.24164
88.3,2.22993
88.4,2.21823
88.5,2.20652
88.6,2.19482
88.7,2.18311
88.8,2.1714
88.9,2.1597
89,2.14799
89.1,2.13629
89.2,2.12458
89.3,2.11288
89.4,2.10117
89.5,2.08946
89.6,2.07776
89.7,2.06605
89.8,2.05435
89.9,2.04264
90,2.03094
90.1,2.01923
90.2,2.00753
90.3,1.99582
90.4,1.98411
90.5,1.97241
90.6,1.9607
90.7,1.949
90.8,1.93729
90.9,1.92559
91,1.91388
91.1,1.90217
91.2,1.89047
91.3,1.87876
91.4,1.86706
91.5,1.85535
91.6,1.84365
91.7,1.83194
91.8,1.82023
91.9,1.80853
92,1.79682
92.1,1.78512
92.2,1.77341
92.3,1.76171
92.4,1.75
92.5,1.75
92.6,1.75
92.7,1.75
92.8,1.75
92.9,1.75
93,1.75
93.1,1.75
93.2,1.75
93.3,1.75
93.4,1.75
93.5,1.75
93.6,1.75
93.7,1.75
93.8,1.75
93.9,1.75
94,1.75
94.1,1.75
94.2,1.75
94.3,1.75
94.4,1.75
94.5,1.75
94.6,1.75
94.7,1.75
94.8,1.75
94.9,1.75
95,1.75
95.1,1.75
95.2,1.75
95.3,1.75
95.4,1.75
95.5,1.75
95.6,1.75
95.7,1.75
95.8,1.75
95.9,1.75
96,1.75
96.1,1.75
96.2,1.75
96.3,1.75
96.4,1.75
96.5,1.75
96.6,1.75
96.7,1.75
96.8,1.75
96.9,1.75
97,1.75
97.1,1.75
97.2,1.75
97.3,1.75
97.4,1.75
97.5,1.75
97.6,1.75
97.7,1.75
97.8,1.75
97.9,1.75
98,1.75
98.1,1.75
98.2,1.75
98.3,1.75
98.4,1.75
98.5,1.75
98.6,1.75
98.7,1.75
98.8,1.75
98.9,1.75
99,1.75
99.1,1.75
99.2,1.75
99.3,1.75
99.4,1.75
99.5,1.75
99.6,1.75
99.7,1.75
99.8,1.75
99.9,1.75
100,1.75
100.1,1.75
100.2,1.75
100.3,1.75
100.4,1.75
100.5,1.75
100.6,1.75
100.7,1.75
100.8,1.75
100.9,1.75
101,1.75
101.1,1.75
101.2,1.75
101.3,1.75
101.4,1.75
101.5,1.75
101.6,1.75
101.7,1.75
101.8,1.75
101.9,1.75
102,1.75
102.1,1.75
102.2,1.75
102.3,1.75
102.4,1.75
102.5,1.75
102.6,1.75
102.7,1.75
102.8,1.75
102.9,1.75
103,1.75
103.1,1.75
103.2,1.75
103.3,1.75
103.4,1.75
103.5,1.75
103.6,1.75
103.7,1.75
103.8,1.75
103.9,1.75
104,1.75
104.1,1.75
104.2,1.75
104.3,1.75
104.4,1.75
104.5,1.75
104.6,1.75
104.7,1.75
104.8,1.75
104.9,1.75
105,1.75
105.1,1.75
105.2,1.75
105.3,1.75
105.4,1.75
105.5,1.75
105.6,1.75
105.7,1.75
105.8,1.75
105.9,1.75
106,1.75
106.1,1.75
106.2,1.75
106.3,1.75
106.4,1.75
106.5,1.75
106.6,1.75
106.7,1.75
106.8,1.75
106.9,1.75
107,1.75
107.1,1.75
107.2,1.75
107.3,1.75
107.4,1.75
107.5,1.75
107.6,1.75
107.7,1.75
107.8,1.75
107.9,1.75
108,1.75
108.1,1.75
108.2,1.75
108.3,1.75
108.4,1.75
108.5,1.75
108.6,1.75
108.7,1.75
108.8,1.75
108.9,1.75
109,1.75
109.1,1.75
109.2,1.75
109.3,1.75
109.4,1.75
109.5,1.75
109.6,1.75
109.7,1.75
109.8,1.75
109.9,1.75
110,1.75
110.1,1.75
110.2,1.75
110.3,1.75
110.4,1.75
110.5,1.75
110.6,1.75
110.7,1.75
110.8,1.75
110.9,1.75
111,1.75
111.1,1.75
111.2,1.75
111.3,1.75
111.4,1.75
111.5,1.75
111.6,1.75
111.7,1.75
111.8,1.75
111.9,1.75
112,1.75
112.1,1.75
112.2,1.75
112.3,1.75
112.4,1.75
112.5,1.75
112.6,1.75
112.7,1.75
112.8,1.75
112.9,1.75
113,1.75
113.1,1.75
113.2,1.75
113.3,1.75
113.4,1.75
113.5,1.75
113.6,1.75
113.7,1.75
113.8,1.75
113.9,1.75
114,1.75
114.1,1.75
114.2,1.75
114.3,1.75
114.4,1.75
114.5,1.75
114.6,1.75
114.7,1.75
114.8,1.75
114.9,1.75
115,1.75
115.1,1.75
115.2,1.75
115.3,1.75
115.4,1.75
115.5,1.75
115.6,1.75
115.7,1.75
115.8,1.75
115.9,1.75
116,1.75
116.1,1.75
116.2,1.75
116.3,1.75
116.4,1.75
116.5,1.75
116.6,1.75
116.7,1.75
116.8,1.75
116.9,1.75
117,1.75
117.1,1.75
117.2,1.75
117.3,1.75
117.4,1.75
117.5,1.75
117.6,1.75
117.7,1.75
117.8,1.75
117.9,1.75
118,1.75
118.1,1.75
118.2,1.75
118.3,1.75
118.4,1.75
118.5,1.75
118.6,1.75
118.7,1.75
118.8,1.75
118.9,1.75
119,1.75
119.1,1.75
119.2,1.75
119.3,1.75
119.4,1.75
119.5,1.75
119.6,1.75
119.7,1.75
119.8,1.75
119.9,1.75
120,1.75
120.1,1.75
120.2,1.75
120.3,1.75
120.4,1.75
120.5,1.75
120.6,1.75
120.7,1.75
120.8,1.75
120.9,1.75
121,1.75
121.1,1.75
121.2,1.75
121.3,1.75
121.4,1.75
121.5,1.75
121.6,1.75
121.7,1.75
121.8,1.75
121.9,1.75
122,1.75
122.1,1.75
122.2,1.75
122.3,1.75
122.4,1.75
122.5,1.75
122.6,1.75
122.7,1.75
122.8,1.75
122.9,1.75
123,1.75
123.1,1.75
123.2,1.75
123.3,1.75
123.4,1.75
123.5,1.75
123.6,1.75
123.7,1.75
123.8,1.75
123.9,1.75
124,1.75
124.1,1.75
124.2,1.75
124.3,1.75
124.4,1.75
124.5,1.75
124.6,1.75
124.7,1.75
124.8,1.75
124.9,1.75
125,1.75
125.1,1.75
125.2,1.75
125.3,1.75
125.4,1.75
125.5,1.75
125.6,1.75
125.7,1.75
125.8,1.75
125.9,1.75
126,1.75
126.1,1.75
126.2,1.75
126.3,1.75
126.4,1.75
126.5,1.75
126.6,1.75
126.7,1.75
126.8,1.75
126.9,1.75
127,1.75
127.1,1.75
127.2,1.75
127.3,1.75
127.4,1.75
127.5,1.75
127.6,1.75
127.7,1.75
127.8,1.75
127.9,1.75
128,1.75
128.1,1.75
128.2,1.75
128.3,1.75
128.4,1.75
128.5,1.75
128.6,1.75
128.7,1.75
128.8,1.75
128.9,1.75
129,1.75
129.1,1.75
129.2,1.75
129.3,1.75
129.4,1.75
129.5,1.75
129.6,1.75
129.7,1.75
129.8,1.75
129.9,1.75
130,1.75
130.1,1.75
130.2,1.75
130.3,1.75
130.4,1.75
130.5,1.75
130.6,1.75
130.7,1.75
130.8,1.75
130.9,1.75
131,1.75
131.1,1.75
131.2,1.75
131.3,1.75
131.4,1.75
131.5,1.75
131.6,1.75
131.7,1.75
131.8,1.75
131.9,1.75
132,1.75
132.1,1.75
132.2,1.75
132.3,1.75
132.4,1.75
132.5,1.75
132.6,1.75
132.7,1.75
132.8,1.75
132.9,1.75
133,1.75
133.1,1.75
133.2,1.75
133.3,1.75
133.4,1.75
133.5,1.75
133.6,1.75
133.7,1.75
133.8,1.75
133.9,1.75
134,1.75
134.1,1.75
134.2,1.75
134.3,1.75
134.4,1.75
134.5,1.75
134.6,1.75
134.7,1.75
134.8,1.75
134.9,1.75
135,1.75
135.1,1.75
135.2,1.75
135.3,1.75
135.4,1.75
135.5,1.75
135.6,1.75
135.7,1.75
135.8,1.75
135.9,1.75
136,1.75
136.1,1.75
136.2,1.75
136.3,1.75
136.4,1.75
136.5,1.75
136.6,1.75
136.7,1.75
136.8,1.75
136.9,1.75
137,1.75
137.1,1.75
137.2,1.75
137.3,1.75
137.4,1.75
137.5,1.75
137.6,1.75
137.7,1.75
137.8,1.75
137.9,1.75
138,1.75
138.1,1.75
138.2,1.75
138.3,1.75
138.4,1.75
138.5,1.75
138.6,1.75
138.7,1.75
138.8,1.75
138.9,1.75
139,1.75
139.1,1.75
139.2,1.75
139.3,1.75
139.4,1.75
139.5,1.75
139.6,1.75
139.7,1.75
139.8,1.75
139.9,1.75
140,1.75
140.1,1.75
140.2,1.75
140.3,1.75
140.4,1.75
140.5,1.75
140.6,1.75
140.7,1.75
140.8,1.75
140.9,1.75
141,1.75
141.1,1.75
141.2,1.75
141.3,1.75
141.4,1.75
141.5,1.75
141.6,1.75
141.7,1.75
141.8,1.75
141.9,1.75
142,1.75
142.1,1.75
142.2,1.75
142.3,1.75
142.4,1.75
142.5,1.75
142.6,1.75
142.7,1.75
142.8,1.75
142.9,1.75
143,1.75
143.1,1.75
143.2,1.75
143.3,1.75
143.4,1.75
143.5,1.75
143.6,1.75
143.7,1.75
143.8,1.75
143.9,1.75
144,1.75
144.1,1.75
144.2,1.75
144.3,1.75
144.4,1.75
144.5,1.75
144.6,1.75
144.7,1.75
144.8,1.75
144.9,1.75
145,1.75
145.1,1.75
145.2,1.75
145.3,1.75
145.4,1.75
145.5,1.75
145.6,1.75
145.7,1.75
145.8,1.75
145.9,1.75
146,1.75
146.1,1.75
146.2,1.75
146.3,1.75
146.4,1.75
146.5,1.75
146.6,1.75
146.7,1.75
146.8,1.75
146.9,1.75
147,1.75
147.1,1.75
147.2,1.75
147.3,1.75
147.4,1.75
147.5,1.75
147.6,1.75
147.7,1.75
147.8,1.75
147.9,1.75
148,1.75
148.1,1.75
148.2,1.75
148.3,1.75
148.4,1.75
148.5,1.75
148.6,1.75
148.7,1.75
148.8,1.75
148.9,1.75
149,1.75
149.1,1.75
149.2,1.75
149.3,1.75
149.4,1.75
149.5,1.75
149.6,1.75
149.7,1.75
149.8,1.75
149.9,1.75
150,1.75
150.1,1.75
